name|set_name|set_code|mtg_id|card_type|power|toughness|loyalty|manacost|converted_manacost|artist|flavor|number|rarity|ruling|ability|watermark|
Keymaster Rogue|Gatecrash|GTC|366380|Creature — Human Rogue|3|2||{3}{U}|4|Winona Nelson|#_"This one opens the grate outside Zelzo Base. This one is for Ismeri Library. This one is for an invisible door . . . No, I've said too much."_#|39|C|£1/24/2013 : Keymaster Rogue’s last ability isn’t optional. If Keymaster Rogue is the only creature you control when the ability resolves, you’ll have to return it to its owner’s hand.|Keymaster Rogue is unblockable.£When Keymaster Rogue enters the battlefield, return a creature you control to its owner's hand.||
Killing Glare|Gatecrash|GTC|366466|Instant||||{X}{B}|1|Peter Mohrbacher|#_A casual glance into a dark corner may be your last._#|70|U|£1/24/2013 : The power of the target creature is checked both as you target it and as Killing Glare resolves. If its power is greater than the value chosen for X when Killing Glare tries to resolve, it will be countered and none of its effects will happen.|Destroy target creature with power X or less.||
Kingpin's Pet|Gatecrash|GTC|366361|Creature — Thrull|2|2||{1}{W}{B}|3|Mark Zug|#_"Debt and death sound so similar, and thrulls are so hard of hearing. Mistakes are inevitable."_#£#_—Milana, Orzhov prelate_#|173|C||Flying£Extort #_(Whenever you cast a spell, you may pay {WB}. If you do, each opponent loses 1 life and you gain that much life.)_#|Orzhov|
Knight of Obligation|Gatecrash|GTC|366237|Creature — Human Knight|2|4||{3}{W}|4|Ryan Barger|#_He can calculate interest to six decimal places even in the midst of a deadly duel._#|18|U||Vigilance£Extort #_(Whenever you cast a spell, you may pay {WB}. If you do, each opponent loses 1 life and you gain that much life.)_#|Orzhov|
Knight Watch|Gatecrash|GTC|366477|Sorcery||||{4}{W}|5|Matt Stewart|#_"We lost respect after the battle for Barbu Rooftop. Send the troops to mingle respectfully with the citizens."_#£#_—Commander Yaszen of Boros_#|19|C||Put two 2/2 white Knight creature tokens with vigilance onto the battlefield.||
Last Thoughts|Gatecrash|GTC|366407|Sorcery||||{3}{U}|4|Peter Mohrbacher||40|C||Draw a card.£Cipher #_(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)_#|Dimir|
Lazav, Dimir Mastermind|Gatecrash|GTC|366469|Legendary Creature — Shapeshifter|3|3||{U}{U}{B}{B}|4|David Rapoza||174|M|£1/24/2013 : Lazav, Dimir Mastermind becomes a copy of the creature card in the graveyard. If that card is no longer in the graveyard when Lazav’s ability resolves, use the characteristics of that card as it last existed in the graveyard. Notably, copy effects that applied to the creature card when it was on the battlefield won’t be copied by Lazav. For example, if a Clone is put into an opponent’s graveyard from the battlefield and you use Lazav’s ability, it will become 0/0. It won’t become a copy of whatever Clone was copying. £1/24/2013 : Lazav doesn’t copy the creature card’s name and remains legendary, so if another Lazav is on the battlefield, both will be put into their owners’ graveyards as a state-based action, even if the first one is copying another creature card. £1/24/2013 : If multiple creature cards are put into an opponent’s graveyard at the same time, you choose the order that Lazav’s triggered abilities go on the stack. £1/24/2013 : Enters-the-battlefield abilities of the creature card Lazav is copying won’t trigger as Lazav is already on the battlefield when it becomes a copy of that creature card. £1/24/2013 : Token creatures dying won’t cause Lazav’s triggered ability to trigger.|Hexproof£Whenever a creature card is put into an opponent's graveyard from anywhere, you may have Lazav, Dimir Mastermind become a copy of that card except its name is still Lazav, Dimir Mastermind, it's legendary in addition to its other types, and it gains hexproof and this ability.|Dimir|
Legion Loyalist|Gatecrash|GTC|366348|Creature — Goblin Soldier|1|1||{R}|1|Eric Deschamps||97|R||Haste£Battalion — Whenever Legion Loyalist and at least two other creatures attack, creatures you control gain first strike and trample until end of turn and can't be blocked by creature tokens this turn.|Boros|
Leyline Phantom|Gatecrash|GTC|366329|Creature — Illusion|5|5||{4}{U}|5|Ryan Yee|#_"Is the maze itself a phantom? Or is one as real as the other? Perhaps I am as mad as the dragon."_#£#_—Jace Beleren, journal_#|41|C||When Leyline Phantom deals combat damage, return it to its owner's hand. #_(Return it only if it survived combat.)_#||
Lord of the Void|Gatecrash|GTC|366412|Creature — Demon|7|7||{4}{B}{B}{B}|7|Chris Rahn||71|M|£1/24/2013 : Lord of the Void’s ability isn’t optional. If there is a creature card among the seven cards you exiled, you must put one onto the battlefield under your control.|Flying£Whenever Lord of the Void deals combat damage to a player, exile the top seven cards of that player's library, then put a creature card from among them onto the battlefield under your control.||
Luminate Primordial|Gatecrash|GTC|366240|Creature — Avatar|4|7||{5}{W}{W}|7|Stephan Martiniere||20|R|£1/24/2013 : You can choose a number of targets up to the number of opponents you have, one target per opponent. £1/24/2013 : To determine how much life each opponent gains, use the power of the creature that opponent controlled as it last existed on the battlefield. £1/24/2013 : If some, but not all, of the targets become illegal, the controller(s) of the illegal target(s) will still gain life, even though the creature is not exiled.|Vigilance£When Luminate Primordial enters the battlefield, for each opponent, exile up to one target creature that player controls and that player gains life equal to its power.||
Madcap Skills|Gatecrash|GTC|366377|Enchantment — Aura||||{1}{R}|2|Anthony Palumbo|#_The larger the crowd, the harder it is for them to run away._#|98|C||Enchant creature£Enchanted creature gets +3/+0 and can't be blocked except by two or more creatures.||
Mark for Death|Gatecrash|GTC|366286|Sorcery||||{3}{R}|4|Mathias Kollros|#_Everyone roots for the little guy, but nobody bets on him._#|99|U|£1/24/2013 : That creature’s controller still decides which attacking creature it blocks. £1/24/2013 : If the creature can’t block (perhaps because it has become tapped or it doesn’t have flying and all attacking creatures do), then the requirement to block does nothing. £1/24/2013 : If there are any costs required for that creature to block (such as the one imposed by War Cadence), the creature’s controller isn’t required to pay those costs. In that case, the requirement to block would do nothing.|Target creature an opponent controls blocks this turn if able. Untap that creature. Other creatures that player controls can't block this turn.||
Martial Glory|Gatecrash|GTC|366358|Instant||||{R}{W}|2|Raymond Swanland|#_"Yes, Boros tactics are unparalleled. But when your comrades are dying around you, inner strength must carry the day."_#£#_—Gideon Jura, to Aurelia_#|175|C|£1/24/2013 : You may choose the same creature for both targets since the card says “target creature” multiple times. You may also choose two different creatures.|Target creature gets +3/+0 until end of turn.£Target creature gets +0/+3 until end of turn.|Boros|
Massive Raid|Gatecrash|GTC|366320|Instant||||{1}{R}{R}|3|Zoltan Boros|#_"The Boros lack vision. Give them a convenient scapegoat and they'll be blind to the true threats."_#£#_—Lazav_#|100|C|£1/24/2013 : Count the number of creatures you control when Massive Raid resolves to determine how much damage is dealt.|Massive Raid deals damage to target creature or player equal to the number of creatures you control.||
Master Biomancer|Gatecrash|GTC|366352|Creature — Elf Wizard|2|4||{2}{G}{U}|4|Willian Murai|#_"Nature is a wonderful engineer but works far too slowly for my tastes."_#|176|M|£1/24/2013 : To determine how many additional +1/+1 counters a creature enters the battlefield with, use Master Biomancer’s power as that creature is entering the battlefield. £1/24/2013 : The creature type Mutant becomes part of the creature’s copiable values.|Each other creature you control enters the battlefield with a number of additional +1/+1 counters on it equal to Master Biomancer's power and as a Mutant in addition to its other types.|Simic|
Mental Vapors|Gatecrash|GTC|366373|Sorcery||||{3}{B}|4|Mark Winters||72|U||Target player discards a card.£Cipher #_(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)_#|Dimir|
Merciless Eviction|Gatecrash|GTC|366316|Sorcery||||{4}{W}{B}|6|Richard Wright|#_"I once saw the Obzedat moved to action. Since that day, I've been thankful that they're mainly lazy, and dead."_#£#_—Aurelia, to Gideon Jura_#|177|R|£1/24/2013 : You choose the mode as you cast the spell.|Choose one — Exile all artifacts; or exile all creatures; or exile all enchantments; or exile all planeswalkers.|Orzhov|
Merfolk of the Depths|Gatecrash|GTC|366442|Creature — Merfolk Soldier|4|2||{4}{GU}{GU}|6|Scott Chou|#_When giant sinkholes opened across Ravnica, they revealed buried oceans and the merfolk, once thought to be extinct._#|221|U||Flash #_(You may cast this spell any time you could cast an instant.)_#|Simic|
Metropolis Sprite|Gatecrash|GTC|366293|Creature — Faerie Rogue|1|2||{1}{U}|2|Scott Chou|#_"Well, if that goblin didn't want his tongue pierced, he shouldn't have stuck it out at me."_#|42|C||Flying£{U}: Metropolis Sprite gets +1/-1 until end of turn.||
Midnight Recovery|Gatecrash|GTC|366476|Sorcery||||{3}{B}|4|Peter Mohrbacher||73|C||Return target creature card from your graveyard to your hand.£Cipher #_(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)_#|Dimir|
Millennial Gargoyle|Gatecrash|GTC|366451|Artifact Creature — Gargoyle|2|2||{4}|4|Seb McKinnon|#_"You've got to keep your wits about you on the roofs. Not all stones are compliant handholds."_#£#_—Iveta, rooftop runner_#|232|C||Flying||
Miming Slime|Gatecrash|GTC|366340|Sorcery||||{2}{G}|3|Svetlin Velinov|#_"We paid the Simic very well for this capability, but we should quickly recoup our expenses in saved wages."_#£#_—Milana, Orzhov prelate_#|126|U|£1/24/2013 : The value of X is the greatest power among creatures you control when Miming Slime resolves. If you control no creatures at that time, X will be 0, creating a 0/0 Ooze token that will be put into your graveyard as a state-based action (unless something else is raising its toughness). £1/24/2013 : The power and toughness of the Ooze token is determined when Miming Slime resolves. It won’t change as the greatest power among creatures you control changes.|Put an X/X green Ooze creature token onto the battlefield, where X is the greatest power among creatures you control.||
Mind Grind|Gatecrash|GTC|366418|Sorcery||||{X}{U}{B}|2|Daarken||178|R|£1/24/2013 : If an opponent’s library contains fewer than X land cards, all cards from that library are revealed and put into his or her graveyard. £1/24/2013 : If another spell or ability instructs you to cast Mind Grind “without paying its mana cost,” you won’t be able to. You must pick 0 as the value of X in the mana cost of a spell being cast “without paying its mana cost,” but the X in Mind Grind’s mana cost can’t be 0.|Each opponent reveals cards from the top of his or her library until he or she reveals X land cards, then puts all cards revealed this way into his or her graveyard. X can't be 0.|Dimir|
Mindeye Drake|Gatecrash|GTC|366284|Creature — Drake|2|5||{4}{U}|5|Lars Grant-West|#_They can map both the cityscape and the minds of its architects._#|43|U||Flying£When Mindeye Drake dies, target player puts the top five cards of his or her library into his or her graveyard.||
Molten Primordial|Gatecrash|GTC|366356|Creature — Avatar|6|4||{5}{R}{R}|7|Stephan Martiniere||101|R|£1/24/2013 : You can choose a number of targets up to the number of opponents you have, one target per opponent. £1/24/2013 : Molten Primordial’s triggered ability can target a creature that’s already untapped.|Haste£When Molten Primordial enters the battlefield, for each opponent, gain control of up to one target creature that player controls until end of turn. Untap those creatures. They gain haste until end of turn.||
Mortus Strider|Gatecrash|GTC|366449|Creature — Skeleton|1|1||{1}{U}{B}|3|Tomasz Jedruszek|#_Dimir's best agents hide from death itself._#|179|C|£1/24/2013 : Mortis Strider will return to its owner’s hand only if it is still in the graveyard when its ability resolves.|When Mortus Strider dies, return it to its owner's hand.|Dimir|
Mugging|Gatecrash|GTC|366430|Sorcery||||{R}|1|Greg Staples|#_Scream: muffled. Pockets: emptied. Neck function: never the same again._#|102|C||Mugging deals 2 damage to target creature. That creature can't block this turn.||
Murder Investigation|Gatecrash|GTC|366327|Enchantment — Aura||||{1}{W}|2|Igor Kieryluk|#_"Every death has a web of consequences. Our job is to find the spider."_#|21|U|£1/24/2013 : To determine how many Soldier tokens are created, use the power of the enchanted creature as it last existed on the battlefield. £1/24/2013 : If another player gains control of either Murder Investigation or the enchanted creature (but not both), Murder Investigation will be enchanting an illegal permanent. The Aura will be put into its owner’s graveyard as a state-based action.|Enchant creature you control£When enchanted creature dies, put X 1/1 white Soldier creature tokens onto the battlefield, where X is its power.||
Mystic Genesis|Gatecrash|GTC|366401|Instant||||{2}{G}{U}{U}|5|Mike Bierek|#_"The Simic can grow anything out of a puddle of sludge. I just hope they never join forces with the Golgari."_#£#_—Teysa Karlov, Grand Envoy of Orzhov_#|180|R|£1/24/2013 : If the target spell is an illegal target when Mystic Genesis tries to resolve, Mystic Genesis will be countered and none of its effects will happen. You won’t get an Ooze token. £1/24/2013 : You may target a spell that can’t be countered. When Mystic Genesis resolves, the target spell will be unaffected, but you’ll still get an Ooze token.|Counter target spell. Put an X/X green Ooze creature token onto the battlefield, where X is that spell's converted mana cost.|Simic|
Naturalize|Gatecrash|GTC|366303|Instant||||{1}{G}|2|Daniel Ljunggren|#_"And if you threaten me again, your shiny steel trousers will be sprouting daggerthorn vines."_#£#_—Iveta, rooftop runner_#|127|C||Destroy target artifact or enchantment.||
Nav Squad Commandos|Gatecrash|GTC|366378|Creature — Human Soldier|3|5||{4}{W}|5|Steve Prescott|#_Funded by the Azorius to keep current maps of the undercity, the Boros nav squads survey even the most unsavory areas._#|22|C||Battalion — Whenever Nav Squad Commandos and at least two other creatures attack, Nav Squad Commandos gets +1/+1 until end of turn. Untap it.|Boros|
Nightveil Specter|Gatecrash|GTC|366242|Creature — Specter|2|3||{UB}{UB}{UB}|3|Min Yum||222|R|£1/24/2013 : The card is exiled face up. All players may look at it. £1/24/2013 : Playing a card exiled with Nightveil Specter follows all the normal rules for playing that card. You must pay its costs, and you must follow all timing restrictions, for example. £1/24/2013 : Nightveil Specter’s last ability applies to cards exiled with that specific Nightveil Specter, not any other creature named Nightveil Specter. You should keep cards exiled by different Nightveil Specters separate.|Flying£Whenever Nightveil Specter deals combat damage to a player, that player exiles the top card of his or her library.£You may play cards exiled with Nightveil Specter.|Dimir|
Nimbus Swimmer|Gatecrash|GTC|366275|Creature — Leviathan|0|0||{X}{G}{U}|2|Howard Lyon|#_The Simic soon discovered that the sky offered as few constraints on size as the sea._#|181|U||Flying£Nimbus Swimmer enters the battlefield with X +1/+1 counters on it.|Simic|
Obzedat, Ghost Council|Gatecrash|GTC|366246|Legendary Creature — Spirit Advisor|5|5||{1}{W}{W}{B}{B}|5|Svetlin Velinov||182|M|£1/24/2013 : When Obzedat is returned to the battlefield by its last ability, it gains haste indefinitely. This may be relevant if a player gains control of it later using a spell or ability that doesn’t give it haste.|When Obzedat, Ghost Council enters the battlefield, target opponent loses 2 life and you gain 2 life.£At the beginning of your end step, you may exile Obzedat. If you do, return it to the battlefield under its owner's control at the beginning of your next upkeep. It gains haste.|Orzhov|
Ogre Slumlord|Gatecrash|GTC|366432|Creature — Ogre Rogue|3|3||{3}{B}{B}|5|Trevor Claxton|#_"His tenement is filled with the most vile, disgusting vermin. It's infested with rats, too."_#£#_—Branko One-Ear_#|74|R|£1/24/2013 : All Rats you control have deathtouch while Ogre Slumlord is on the battlefield, not just the ones created by Ogre Slumlord.|Whenever another nontoken creature dies, you may put a 1/1 black Rat creature token onto the battlefield.£Rats you control have deathtouch.||
One Thousand Lashes|Gatecrash|GTC|366261|Enchantment — Aura||||{2}{W}{B}|4|Daarken||183|U||Enchant creature£Enchanted creature can't attack or block, and its activated abilities can't be activated.£At the beginning of the upkeep of enchanted creature's controller, that player loses 1 life.|Orzhov|
Ooze Flux|Gatecrash|GTC|366375|Enchantment||||{3}{G}|4|Zoltan Boros||128|R||{1}{G}, Remove one or more +1/+1 counters from among creatures you control: Put an X/X green Ooze creature token onto the battlefield, where X is the number of +1/+1 counters removed this way.||
Ordruun Veteran|Gatecrash|GTC|366259|Creature — Minotaur Soldier|3|1||{2}{R}{W}|4|Greg Staples|#_"My father was Gruul, but I chose the precision of the legion over the fury of the pack."_#|184|U||Battalion — Whenever Ordruun Veteran and at least two other creatures attack, Ordruun Veteran gains double strike until end of turn. #_(It deals both first-strike and regular combat damage.)_#|Boros|
Orzhov Charm|Gatecrash|GTC|366436|Instant||||{W}{B}|2|Zoltan Boros||185|U|£1/24/2013 : Orzhov Charm’s first mode doesn’t target any of the Auras attached to the target creature. £1/24/2013 : If you choose the first mode, any Aura controlled by another player attached to the creature will be put into its owner’s graveyard as a state-based action after the creature leaves the battlefield. £1/24/2013 : If you choose the second mode, you’ll lose life equal to the creature’s toughness when it was last on the battlefield. £1/24/2013 : If you choose the second mode, and Orzhov Charm resolves but the creature isn’t destroyed (perhaps because it’s indestructible or it regenerates), you’ll still lose life equal to the creature’s toughness. £1/24/2013 : For each of the modes, if the target creature or creature card is an illegal target when Orzhov Charm tries to resolve, it will be countered and none of its effects will happen.|Choose one — Return target creature you control and all Auras you control attached to it to their owner's hand; or destroy target creature and you lose life equal to its toughness; or return target creature card with converted mana cost 1 or less from your graveyard to the battlefield.|Orzhov|
Orzhov Guildgate|Gatecrash|GTC|366374|Land — Gate|||||0|John Avon|#_Enter to find wealth, security, and eternal life . . . for just a small price up front._#|244|C||Orzhov Guildgate enters the battlefield tapped.£{T}: Add {W} or {B} to your mana pool.|Orzhov|
Orzhov Keyrune|Gatecrash|GTC|366479|Artifact||||{3}|3|Daniel Ljunggren|#_You only need to wield it once to appreciate the power of control._#|233|U|£1/24/2013 : Multiple instances of lifelink are redundant. Activating the last ability multiple times won’t cause you to gain more life.|{T}: Add {W} or {B} to your mana pool.£{W}{B}: Orzhov Keyrune becomes a 1/4 white and black Thrull artifact creature with lifelink until end of turn.|Orzhov|
Paranoid Delusions|Gatecrash|GTC|366324|Sorcery||||{U}{B}|2|Christopher Moeller||186|C||Target player puts the top three cards of his or her library into his or her graveyard.£Cipher #_(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)_#|Dimir|
Pit Fight|Gatecrash|GTC|366450|Instant||||{1}{RG}|2|Matt Stewart|#_"All the coins in Ravnica can't save his soul now."_#£#_—Narbulg Nine Fingers_#|223|C|£1/24/2013 : The second target of Pit Fight can be another creature you control, but it can’t be the same creature as the first target. £1/24/2013 : If either target of Pit Fight is an illegal target when the ability tries to resolve, neither creature will deal or be dealt damage.|Target creature you control fights another target creature. #_(Each deals damage equal to its power to the other.)_#|Gruul|
Predator's Rapport|Gatecrash|GTC|366233|Instant||||{2}{G}|3|Matt Stewart|#_"Other guilds say the Gruul are savages, no better than the beasts we live with. I say we've found friends who won't stab us in the back."_#£#_—Domri Rade_#|129|C||Choose target creature you control. You gain life equal to that creature's power plus its toughness.||
Primal Visitation|Gatecrash|GTC|366250|Enchantment — Aura||||{3}{R}{G}|5|Christopher Moeller|#_Gruul shamans believe all sentient beings have the soul of savagery inside them, an animal form clawing to escape._#|187|C||Enchant creature£Enchanted creature gets +3/+3 and has haste.|Gruul|
Prime Speaker Zegana|Gatecrash|GTC|366416|Legendary Creature — Merfolk Wizard|1|1||{2}{G}{G}{U}{U}|6|Willian Murai||188|M|£1/24/2013 : The value of X is the greatest power among creatures you control as Prime Speaker Zegana enters the battlefield. If you control no creatures at that time, X will be 0. £1/24/2013 : The number of cards you draw equals Prime Speaker Zegana’s power when the last ability resolves. £1/24/2013 : If Prime Speaker Zegana enters the battlefield at the same time as another creature you control, you won’t consider that creature when determining the greatest power among creatures you control.|Prime Speaker Zegana enters the battlefield with X +1/+1 counters on it, where X is the greatest power among other creatures you control.£When Prime Speaker Zegana enters the battlefield, draw cards equal to its power.|Simic|
Prophetic Prism|Gatecrash|GTC|366262|Artifact||||{2}|2|Daniel Ljunggren|#_To understand Ravnica, one must first understand how each guild contributes to its stability._#|234|C||When Prophetic Prism enters the battlefield, draw a card.£{1}, {T}: Add one mana of any color to your mana pool.||
Psychic Strike|Gatecrash|GTC|366296|Instant||||{1}{U}{B}|3|Mathias Kollros|#_Until more information could be gleaned about Niv-Mizzet's intentions, Lazav took every opportunity to stall his experiments._#|189|C|£1/24/2013 : If the target spell is an illegal target when Psychic Strike tries to resolve, Psychic Strike will be countered and none of its effects will happen. The target’s controller won’t put any cards from the top of his or her library into his or her graveyard. £1/24/2013 : You may target a spell that can’t be countered. When Psychic Strike resolves, the target spell will be unaffected, but its controller will still put the top two cards of his or her library into his or her graveyard.|Counter target spell. Its controller puts the top two cards of his or her library into his or her graveyard.|Dimir|
Purge the Profane|Gatecrash|GTC|366393|Sorcery||||{2}{W}{B}|4|Michael C. Hayes|#_The Orzhov hear the plans of the other guilds through the guilty thoughts of the disloyal._#|190|C|£1/24/2013 : If the opponent has fewer than two cards in his or her hand, he or she will discard them. You’ll still gain 2 life, no matter how many cards were discarded.|Target opponent discards two cards and you gain 2 life.|Orzhov|
Rapid Hybridization|Gatecrash|GTC|366388|Instant||||{U}|1|Jack Wang|#_"We've merged your life essence with that of several creatures at once. You're welcome."_#£#_—Speaker Trifon_#|44|U|£1/24/2013 : If the creature is an illegal target when Rapid Hybridization tries to resolve, it will be countered and none of its effects will happen. No Frog Lizard token will be created. £1/24/2013 : If Rapid Hybridization resolves and the creature isn’t destroyed (perhaps because it’s indestructible), its controller will still get the Frog Lizard token.|Destroy target creature. It can't be regenerated. That creature's controller puts a 3/3 green Frog Lizard creature token onto the battlefield.||
Razortip Whip|Gatecrash|GTC|366405|Artifact||||{2}|2|James Paick|#_"It no longer surprises me what shows up in our raid of a Rakdos revue."_#£#_—Janik Bara, Wojek captain_#|235|C||{1}, {T}: Razortip Whip deals 1 damage to target opponent.||
Realmwright|Gatecrash|GTC|366315|Creature — Vedalken Wizard|1|1||{U}|1|Slawomir Maniak|#_There is not a single inch of Ravnica that hasn't been altered at one point or another to fit someone's whims._#|45|R|£1/24/2013 : The basic land types are Plains, Island, Swamp, Mountain, and Forest. Other land types, like Gate, aren’t basic lands types. £1/24/2013 : Lands you control will have the ability to tap for the color of mana corresponding to the chosen type. They’ll also retain any other abilities they have.|As Realmwright enters the battlefield, choose a basic land type.£Lands you control are the chosen type in addition to their other types.||
Righteous Charge|Gatecrash|GTC|366288|Sorcery||||{1}{W}{W}|3|Svetlin Velinov|#_"In the name of peace, moderation, and decency—wipe them all out!"_#|23|U|£1/24/2013 : Only creatures you control when Righteous Charge resolves will get +2/+2. Creatures that come under your control later in the turn will not.|Creatures you control get +2/+2 until end of turn.||
Riot Gear|Gatecrash|GTC|366349|Artifact — Equipment||||{2}|2|Jack Wang|#_Any meeting between guilds requires proper equipment._#|236|C||Equipped creature gets +1/+2.£Equip {2} #_({2}: Attach to target creature you control. Equip only as a sorcery.)_#||
Ripscale Predator|Gatecrash|GTC|366362|Creature — Lizard|6|5||{4}{R}{R}|6|Volkan Baga|#_As Ravnica's wilds expanded, even advocates for nature had to confront fiercer natural threats._#|103|U||Ripscale Predator can't be blocked except by two or more creatures.||
Rubblebelt Raiders|Gatecrash|GTC|366462|Creature — Human Warrior|3|3||{1}{RG}{RG}{RG}|4|Chippy|#_"This city will perish, and the Gruul will cheer as the boar-god crushes the last bricks into dust."_#£#_—Nikya of the Old Ways_#|224|R|£1/24/2013 : Count the number of attacking creatures you control when Rubblebelt Raiders’s ability resolves, including Rubblebelt Raiders itself, to determine how many +1/+1 counters to put on it.|Whenever Rubblebelt Raiders attacks, put a +1/+1 counter on it for each attacking creature you control.|Gruul|
Rubblehulk|Gatecrash|GTC|366424|Creature — Elemental|*|*||{4}{R}{G}|6|Raymond Swanland||191|R|£1/24/2013 : The ability that defines Rubblehulk’s power and toughness works in all zones, not just the battlefield. £1/24/2013 : If you activate Rubblehulk’s bloodrush ability, the value of X is the number of lands you control when that ability resolves.|Rubblehulk's power and toughness are each equal to the number of lands you control.£Bloodrush — {1}{R}{G}, Discard Rubblehulk: Target attacking creature gets +X/+X until end of turn, where X is the number of lands you control.|Gruul|
Ruination Wurm|Gatecrash|GTC|366235|Creature — Wurm|7|6||{4}{R}{G}|6|Dave Kendall|#_When the architects of Ravnica claim a structure will stand against a wurm, they never mention for how long._#|192|C|||Gruul|
Rust Scarab|Gatecrash|GTC|366245|Creature — Insect|4|5||{4}{G}|5|Adam Paquette|#_"Behold nature's answer to the problem of society."_#£#_—Nikya of the Old Ways_#|130|U|£1/24/2013 : Rust Scarab’s ability normally triggers only once per combat, no matter how many creatures are assigned to block it. £1/24/2013 : The artifact or enchantment will be destroyed before combat damage is dealt but after blockers are chosen.|Whenever Rust Scarab becomes blocked, you may destroy target artifact or enchantment defending player controls.||
Sacred Foundry|Gatecrash|GTC|366439|Land — Mountain Plains|||||0|Sam Burley|#_Burning fervor and fearsome skill create a lethal beauty terrible to behold._#|245|R|£10/1/2005 : Has basic land types, but isn't a basic land.  Things that affect basic lands don't affect it.  For example, you can't find it with Civic Wayfinder. £10/1/2005 : If another effect (such as Loxodon Gatekeeper's ability) tells you to put lands onto the battlefield tapped, it enters the battlefield tapped whether you pay 2 life or not. £10/1/2005 : If multiple permanents with "as enters the battlefield" effects are entering the battlefield at the same time, process those effects one at a time, then put the permanents onto the battlefield all at once. For example, if you're at 3 life and an effect puts two of these onto the battlefield, you can pay 2 life for only one of them, not both.|#_({T}: Add {R} or {W} to your mana pool.)_#£As Sacred Foundry enters the battlefield, you may pay 2 life. If you don't, Sacred Foundry enters the battlefield tapped.|Boros|
Sage's Row Denizen|Gatecrash|GTC|366406|Creature — Vedalken Wizard|2|3||{2}{U}|3|Svetlin Velinov|#_"I offer you wisdom untainted by false loyalty, learning free of any guild's agenda."_#|46|C||Whenever another blue creature enters the battlefield under your control, target player puts the top two cards of his or her library into his or her graveyard.||
Sapphire Drake|Gatecrash|GTC|366421|Creature — Drake|4|4||{5}{U}|6|Steve Prescott|#_Sapphire drakes can communicate over great distances, their calls resonating in the gems fixed in their skulls._#|47|U||Flying£Each creature you control with a +1/+1 counter on it has flying.||
Scab-Clan Charger|Gatecrash|GTC|366410|Creature — Centaur Warrior|2|4||{3}{G}|4|Nils Hamm|#_"The only roads I wish to see are those beaten flat by wild hooves."_#|131|C||Bloodrush — {1}{G}, Discard Scab-Clan Charger: Target attacking creature gets +2/+4 until end of turn.|Gruul|
Scatter Arc|Gatecrash|GTC|366241|Instant||||{3}{U}|4|Peter Mohrbacher|#_"Should your chosen emissary be able to fluctuate triharmonic pentodes, however unlikely, I shall shunt excess negavolt radicals."_#|48|C||Counter target noncreature spell.£Draw a card.||
Scorchwalker|Gatecrash|GTC|366409|Creature — Elemental|5|1||{3}{R}|4|Anthony Palumbo|#_"Borborygmos's elemental launched an assault, but the Izzet wards held and experiments continue."_#£#_—Skyknight report on the Rubblebelt_#|104|C||Bloodrush — {1}{R}{R}, Discard Scorchwalker: Target attacking creature gets +5/+1 until end of turn.|Gruul|
Sepulchral Primordial|Gatecrash|GTC|366285|Creature — Avatar|5|4||{5}{B}{B}|7|Stephan Martiniere||75|R|£1/24/2013 : You can choose a number of targets up to the number of opponents you have, one target per opponent. £1/24/2013 : The creature cards enter the battlefield simultaneously.|Intimidate£When Sepulchral Primordial enters the battlefield, for each opponent, you may put up to one target creature card from that player's graveyard onto the battlefield under your control.||
Serene Remembrance|Gatecrash|GTC|366269|Sorcery||||{G}|1|David Palumbo|#_While Lazav schemed and Niv-Mizzet researched, Trostani sought the future in the whispers of the past._#|132|U|£1/24/2013 : You may choose zero targets when you cast Serene Remembrance. If you do, you’ll shuffle Serene Remembrance into its owner’s library when it resolves. £1/24/2013 : If you choose at least one target for Serene Remembrance, and all of its targets are illegal when Serene Remembrance tries to resolve, it will be countered and none of its effects will happen. You won’t shuffle any library and Serene Remembrance will be put into its owner’s graveyard. £1/24/2013 : If you give Serene Remembrance the flashback ability and cast it from your graveyard, it will be exiled instead of being shuffled into your library. Any other targets will still be shuffled into their owners’ library, however.|Shuffle Serene Remembrance and up to three target cards from a single graveyard into their owners' libraries.||
Shadow Alley Denizen|Gatecrash|GTC|366307|Creature — Vampire Rogue|1|1||{B}|1|Cynthia Sheppard||76|C|£1/24/2013 : The black creature that entered the battlefield can be chosen as the target of Shadow Alley Denizen’s ability, but it won’t be able to attack that turn unless it also has haste. £1/24/2013 : Shadow Alley Denizen can be chosen as the target of its own ability.|Whenever another black creature enters the battlefield under your control, target creature gains intimidate until end of turn. #_(It can't be blocked except by artifact creatures and/or creatures that share a color with it.)_#||
